,Unnamed: 0,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Normalized Sales,Category,Month,Year
550,550,551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,0.4430379746835443,,7,2023
551,551,552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,0.0253164556962025,Low,12,2023
552,552,553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,0.5949367088607594,High,3,2023
553,553,554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,0.0632911392405063,Madium,11,2023
554,554,555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,0.1392405063291139,Madium,10,2023
555,555,556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,0.0126582278481012,Low,6,2023
556,556,557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,0.0329113924050632,Low,7,2023
557,557,558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,0.0,Low,10,2023
558,558,559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,0.5949367088607594,High,1,2023
559,559,560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,0.0126582278481012,Low,6,2023
560,560,561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,1.0,High,5,2023
561,561,562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,0.0126582278481012,Low,4,2023
562,562,563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,0.0177215189873417,Low,8,2023
563,563,564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,0.0379746835443038,Low,10,2023
564,564,565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,0.0177215189873417,Low,11,2023
565,565,566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,0.0025316455696202,Low,12,2023
566,566,567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,0.4430379746835443,,6,2023
567,567,568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,0.1392405063291139,Madium,8,2023
568,568,569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,0.0886075949367088,Madium,8,2023
569,569,570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,0.240506329113924,Madium,8,2023
570,570,571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,0.0126582278481012,Low,12,2023
571,571,572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,1.0,High,4,2023
572,572,573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,0.0177215189873417,Low,9,2023
573,573,574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,0.0126582278481012,Low,8,2023
574,574,575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,0.0379746835443038,Low,3,2023
575,575,576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,0.0632911392405063,Madium,12,2023
576,576,577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,1.0,High,2,2023
577,577,578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,0.0481012658227848,Madium,5,2023
578,578,579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,0.0025316455696202,Low,9,2023
579,579,580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,0.7468354430379747,High,12,2023
580,580,581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,0.0177215189873417,Low,11,2023
581,581,582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,0.4430379746835443,,11,2023
582,582,583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,0.0379746835443038,Low,6,2023
583,583,584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,0.0886075949367088,Madium,2,2023
584,584,585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,0.0,Low,5,2023
585,585,586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,0.0126582278481012,Low,12,2023
586,586,587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,0.5949367088607594,High,6,2023
587,587,588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,0.0177215189873417,Low,4,2023
588,588,589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,0.4936708860759494,High,4,2023
589,589,590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,0.4430379746835443,,3,2023
590,590,591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,0.0379746835443038,Low,1,2023
591,591,592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,1.0,High,1,2023
592,592,593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,0.0177215189873417,Low,5,2023
593,593,594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,0.2911392405063291,,9,2023
594,594,595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,1.0,High,11,2023
595,595,596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,0.1392405063291139,Madium,2,2023
596,596,597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,0.5949367088607594,High,8,2023
597,597,598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,0.0481012658227848,Madium,8,2023
598,598,599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,0.0379746835443038,Low,11,2023
599,599,600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,0.4936708860759494,High,10,2023
600,600,601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,0.0025316455696202,Low,4,2023
601,601,602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,0.1392405063291139,Madium,12,2023
602,602,603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,0.0329113924050632,Low,7,2023
603,603,604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,0.0886075949367088,Madium,9,2023
604,604,605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,0.4936708860759494,High,7,2023
605,605,606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,0.0126582278481012,Low,5,2023
606,606,607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,0.0253164556962025,Low,3,2023
607,607,608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,0.7468354430379747,High,12,2023
608,608,609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,0.0379746835443038,Low,12,2023
609,609,610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,0.2911392405063291,,1,2023
610,610,611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,0.7468354430379747,High,2,2023
611,611,612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,0.240506329113924,Madium,8,2023
612,612,613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,0.0329113924050632,Low,4,2023
613,613,614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,0.5949367088607594,High,4,2023
614,614,615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,0.0379746835443038,Low,12,2023
615,615,616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,0.0379746835443038,Low,9,2023
616,616,617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,0.0025316455696202,Low,8,2023
617,617,618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,0.0126582278481012,Low,1,2023
618,618,619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,0.0379746835443038,Low,10,2023
619,619,620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,0.0253164556962025,Low,5,2023
620,620,621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,0.4936708860759494,High,3,2023
621,621,622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,0.0253164556962025,Low,8,2023
622,622,623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,0.0632911392405063,Madium,3,2023
623,623,624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,0.4430379746835443,,8,2023
624,624,625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,0.1392405063291139,Madium,12,2023
625,625,626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,1.0,High,9,2023
626,626,627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,0.0126582278481012,Low,10,2023
627,627,628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,0.0886075949367088,Madium,11,2023
628,628,629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,0.0126582278481012,Low,6,2023
629,629,630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,0.0379746835443038,Low,8,2023
630,630,631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,0.0329113924050632,Low,11,2023
631,631,632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,0.0379746835443038,Low,9,2023
632,632,633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,0.0481012658227848,Madium,8,2023
633,633,634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,1.0,High,10,2023
634,634,635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,0.4430379746835443,,8,2023
635,635,636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,0.7468354430379747,High,3,2023
636,636,637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,0.2911392405063291,,9,2023
637,637,638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,0.240506329113924,Madium,8,2023
638,638,639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,0.0886075949367088,Madium,5,2023
639,639,640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,0.0481012658227848,Madium,5,2023
640,640,641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,0.1392405063291139,Madium,11,2023
641,641,642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,0.0379746835443038,Low,5,2023
642,642,643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,0.0329113924050632,Low,9,2023
643,643,644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,0.0253164556962025,Low,9,2023
644,644,645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,0.0481012658227848,Madium,11,2023
645,645,646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,0.0329113924050632,Low,5,2023
646,646,647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,0.7468354430379747,High,5,2023
647,647,648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,0.5949367088607594,High,8,2023
648,648,649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,0.2911392405063291,,2,2023
649,649,650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,0.0025316455696202,Low,1,2024
650,650,651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,0.0632911392405063,Madium,5,2023
651,651,652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,0.0379746835443038,Low,5,2023
652,652,653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,0.0253164556962025,Low,5,2023
653,653,654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,0.0253164556962025,Low,6,2023
654,654,655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,0.240506329113924,Madium,6,2023
655,655,656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,0.0329113924050632,Low,10,2023
656,656,657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,0.0,Low,2,2023
657,657,658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,0.0,Low,3,2023
658,658,659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,0.0025316455696202,Low,3,2023
659,659,660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,0.4936708860759494,High,4,2023
660,660,661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,0.0379746835443038,Low,7,2023
661,661,662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,0.4936708860759494,High,12,2023
662,662,663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,0.5949367088607594,High,3,2023
663,663,664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,1.0,High,12,2023
664,664,665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,0.0126582278481012,Low,4,2023
665,665,666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,0.0632911392405063,Madium,2,2023
666,666,667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,0.240506329113924,Madium,8,2023
667,667,668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,0.0632911392405063,Madium,7,2023
668,668,669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,0.5949367088607594,High,6,2023
669,669,670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,0.0025316455696202,Low,10,2023
670,670,671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,0.0632911392405063,Madium,8,2023
671,671,672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,0.0379746835443038,Low,8,2023
672,672,673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,0.7468354430379747,High,2,2023
673,673,674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,0.1392405063291139,Madium,4,2023
674,674,675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,0.0177215189873417,Low,8,2023
675,675,676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,0.7468354430379747,High,7,2023
676,676,677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,0.7468354430379747,High,10,2023
677,677,678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,0.4430379746835443,,12,2023
678,678,679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,0.0329113924050632,Low,1,2023
679,679,680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,0.4430379746835443,,10,2023
680,680,681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,0.0177215189873417,Low,7,2023
681,681,682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,0.5949367088607594,High,9,2023
682,682,683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,0.4936708860759494,High,1,2023
683,683,684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,0.4936708860759494,High,6,2023
684,684,685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,0.0126582278481012,Low,6,2023
685,685,686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,0.0886075949367088,Madium,7,2023
686,686,687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,0.1392405063291139,Madium,8,2023
687,687,688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,0.0379746835443038,Low,10,2023
688,688,689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,0.0379746835443038,Low,10,2023
689,689,690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,0.4430379746835443,,11,2023
690,690,691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,0.0329113924050632,Low,4,2023
691,691,692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,0.0379746835443038,Low,9,2023
692,692,693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,0.7468354430379747,High,4,2023
693,693,694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,0.0126582278481012,Low,5,2023
694,694,695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,0.0632911392405063,Madium,8,2023
695,695,696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,0.0886075949367088,Madium,9,2023
696,696,697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,0.240506329113924,Madium,1,2023
697,697,698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,0.1392405063291139,Madium,7,2023
698,698,699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,0.0481012658227848,Madium,6,2023
699,699,700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,1.0,High,12,2023
700,700,701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,0.0177215189873417,Low,12,2023
701,701,702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,0.2911392405063291,,7,2023
702,702,703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,0.0379746835443038,Low,3,2023
703,703,704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,0.0329113924050632,Low,8,2023
704,704,705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,0.0126582278481012,Low,3,2023
705,705,706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,0.0379746835443038,Low,11,2023
706,706,707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,0.240506329113924,Madium,10,2023
707,707,708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,0.4430379746835443,,1,2023
708,708,709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,0.4936708860759494,High,7,2023
709,709,710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,0.7468354430379747,High,10,2023
710,710,711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,0.7468354430379747,High,10,2023
711,711,712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,0.0126582278481012,Low,12,2023
712,712,713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,0.0253164556962025,Low,1,2023
713,713,714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,0.240506329113924,Madium,2,2023
714,714,715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,0.0379746835443038,Low,11,2023
715,715,716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,0.5949367088607594,High,8,2023
716,716,717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,0.240506329113924,Madium,3,2023
717,717,718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,0.0253164556962025,Low,8,2023
718,718,719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,0.0177215189873417,Low,4,2023
719,719,720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,0.7468354430379747,High,1,2023
720,720,721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,0.240506329113924,Madium,5,2023
721,721,722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,0.4430379746835443,,7,2023
722,722,723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,0.0886075949367088,Madium,6,2023
723,723,724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,0.0632911392405063,Madium,4,2023
724,724,725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,0.1392405063291139,Madium,8,2023
725,725,726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,0.5949367088607594,High,6,2023
726,726,727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,0.4430379746835443,,6,2023
727,727,728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,0.0632911392405063,Madium,7,2023
728,728,729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,0.5949367088607594,High,5,2023
729,729,730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,0.0126582278481012,Low,8,2023
730,730,731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,1.0,High,5,2023
731,731,732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,0.4936708860759494,High,2,2023
732,732,733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,0.0025316455696202,Low,8,2023
733,733,734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,0.0025316455696202,Low,1,2023
734,734,735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,1.0,High,10,2023
735,735,736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,0.0379746835443038,Low,1,2023
736,736,737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,0.0126582278481012,Low,6,2023
737,737,738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,0.0379746835443038,Low,4,2023
738,738,739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,0.0,Low,11,2023
739,739,740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,0.0886075949367088,Madium,2,2023
740,740,741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,0.1392405063291139,Madium,11,2023
741,741,742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,1.0,High,1,2023
742,742,743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,1.0,High,1,2023
743,743,744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,0.0,Low,5,2023
744,744,745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,0.0379746835443038,Low,4,2023
745,745,746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,0.0329113924050632,Low,1,2023
746,746,747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,0.0025316455696202,Low,11,2023
747,747,748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,0.0632911392405063,Madium,3,2023
748,748,749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,0.0025316455696202,Low,5,2023
749,749,750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,0.0253164556962025,Low,3,2023
750,750,751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,0.0126582278481012,Low,8,2023
751,751,752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,0.0379746835443038,Low,12,2023
752,752,753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,0.0025316455696202,Low,2,2023
753,753,754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,0.0379746835443038,Low,10,2023
754,754,755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,0.0253164556962025,Low,4,2023
755,755,756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,0.5949367088607594,High,8,2023
756,756,757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,0.5949367088607594,High,12,2023
757,757,758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,0.0379746835443038,Low,5,2023
758,758,759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,0.0379746835443038,Low,7,2023
759,759,760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,0.240506329113924,Madium,3,2023
760,760,761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,0.240506329113924,Madium,11,2023
761,761,762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,0.0126582278481012,Low,11,2023
762,762,763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,0.0126582278481012,Low,2,2023
763,763,764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,0.0,Low,3,2023
764,764,765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,0.0886075949367088,Madium,6,2023
765,765,766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,0.4430379746835443,,2,2023
766,766,767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,0.0253164556962025,Low,10,2023
767,767,768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,0.0253164556962025,Low,1,2023
768,768,769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,0.0481012658227848,Madium,6,2023
769,769,770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,0.0126582278481012,Low,10,2023
770,770,771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,0.0126582278481012,Low,12,2023
771,771,772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,0.0025316455696202,Low,7,2023
772,772,773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,1.0,High,7,2023
773,773,774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,0.0126582278481012,Low,4,2023
774,774,775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,0.0379746835443038,Low,2,2023
775,775,776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,0.0329113924050632,Low,10,2023
776,776,777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,0.0632911392405063,Madium,12,2023
777,777,778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,0.0379746835443038,Low,11,2023
778,778,779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,0.4936708860759494,High,5,2023
779,779,780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,0.0126582278481012,Low,2,2023
780,780,781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,0.240506329113924,Madium,12,2023
781,781,782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,0.4430379746835443,,6,2023
782,782,783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,0.1392405063291139,Madium,12,2023
783,783,784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,0.240506329113924,Madium,11,2023
784,784,785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,0.0886075949367088,Madium,3,2023
785,785,786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,0.0379746835443038,Low,10,2023
786,786,787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,0.0,Low,1,2023
787,787,788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,0.4430379746835443,,6,2023
788,788,789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,1.0,High,9,2023
789,789,790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,0.0,Low,8,2023
790,790,791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,0.0,Low,12,2023
791,791,792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,0.0126582278481012,Low,7,2023
792,792,793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,0.0025316455696202,Low,2,2023
793,793,794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,0.1392405063291139,Madium,9,2023
794,794,795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,0.1392405063291139,Madium,11,2023
795,795,796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,0.0481012658227848,Madium,6,2023
796,796,797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,0.0253164556962025,Low,1,2023
797,797,798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,0.0126582278481012,Low,8,2023
798,798,799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,0.0379746835443038,Low,9,2023
799,799,800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,0.5949367088607594,High,2,2023
800,800,801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,0.0886075949367088,Madium,8,2023
801,801,802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,0.0025316455696202,Low,7,2023
802,802,803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,0.0379746835443038,Low,11,2023
803,803,804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,0.0025316455696202,Low,8,2023
804,804,805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,0.7468354430379747,High,12,2023
805,805,806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,0.4430379746835443,,3,2023
806,806,807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,0.0886075949367088,Madium,8,2023
807,807,808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,1.0,High,4,2023
808,808,809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,0.0379746835443038,Low,9,2023
809,809,810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,0.0379746835443038,Low,11,2023
810,810,811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,0.0126582278481012,Low,5,2023
811,811,812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,0.0253164556962025,Low,11,2023
812,812,813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,0.0632911392405063,Madium,10,2023
813,813,814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,0.240506329113924,Madium,9,2023
814,814,815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,0.0253164556962025,Low,8,2023
815,815,816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,0.4936708860759494,High,8,2023
816,816,817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,0.0886075949367088,Madium,10,2023
817,817,818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,0.240506329113924,Madium,5,2023
818,818,819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,0.0379746835443038,Low,6,2023
819,819,820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,0.0886075949367088,Madium,5,2023
820,820,821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,0.1392405063291139,Madium,2,2023
821,821,822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,0.0632911392405063,Madium,5,2023
822,822,823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,0.0379746835443038,Low,8,2023
823,823,824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,0.0481012658227848,Madium,5,2023
824,824,825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,0.0,Low,8,2023
